,Brand,RAM,Processor,Battery,Rear Camera,Front Camera,Display,Launch Date,Operating System,Fabrication,Graphics,Display Type,Pixel Density,Refresh Rate,Quick Charging,USB Type-C,Internal Memory,Expandable Memory,Audio Jack,SIM Slot(s),Fingerprint Sensor,Price
0,OnePlus,8,Qualcomm,5000,108,16,6.5,2023,Android,6,Adreno,LCD,350,120,Yes,Yes,128,Yes,Yes,2,Yes,20000
1,realme,6,MediaTek,5000,108,16,6.5,2022,Android,6,Mali,AMOLED,350,120,Yes,Yes,128,No,No,2,Yes,24800
2,realme,4,Unisoc,5000,50,8,6.5,2023,Android,12,Mali,LCD,350,90,Yes,Yes,64,Yes,Yes,2,Yes,9000
3,OnePlus,8,Qualcomm,5000,50,16,6.5,2023,Android,4,Adreno,AMOLED,450,120,Yes,Yes,128,No,No,2,Yes,40000
4,POCO,8,Qualcomm,5000,64,16,6.5,2023,Android,4,Adreno,AMOLED,350,120,Yes,Yes,256,No,Yes,2,Yes,30000
5,Samsung,8,Samsung,4500,12,32,6.5,2022,Android,5,Mali,AMOLED,400,120,Yes,Yes,128,No,No,2,Yes,33200
6,realme,4,MediaTek,5000,64,8,6.5,2023,Android,12,Mali,LCD,350,90,Yes,Yes,64,Yes,Yes,2,Yes,11000
7,vivo,4,MediaTek,5000,50,8,6.5,2023,Android,7,Mali,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,13000
8,realme,6,Qualcomm,5000,108,16,6.5,2022,Android,6,Adreno,LCD,350,120,Yes,Yes,128,Yes,Yes,2,Yes,19000
9,Samsung,8,Samsung,5000,50,32,6.5,2023,Android,5,Mali,AMOLED,400,120,Yes,Yes,128,Yes,No,2,Yes,36000
10,vivo,6,Qualcomm,4500,64,16,6.5,2023,Android,6,Adreno,AMOLED,400,90,Yes,Yes,128,Yes,Yes,2,Yes,19000
11,iQOO,6,MediaTek,4500,64,16,6.5,2023,Android,6,Mali,AMOLED,400,90,Yes,Yes,128,Yes,Yes,2,Yes,19000
12,Samsung,12,Qualcomm,5000,200,12,7.0,2023,Android,4,Adreno,AMOLED,500,120,Yes,Yes,256,No,No,2,Yes,125000
13,Xiaomi,6,MediaTek,5000,50,16,6.5,2023,Android,6,Mali,AMOLED,350,120,Yes,Yes,128,No,Yes,2,Yes,23700
14,Xiaomi,4,Qualcomm,5000,48,13,6.5,2023,Android,6,Adreno,AMOLED,350,120,Yes,Yes,128,Yes,Yes,2,Yes,17000
15,Samsung,4,Samsung,5000,50,13,6.5,2023,Android,5,Mali,LCD,400,90,Yes,Yes,64,Yes,Yes,2,Yes,16000
16,realme,4,MediaTek,5000,50,16,6.5,2023,Android,6,Mali,AMOLED,400,90,Yes,Yes,64,Yes,Yes,2,Yes,12500
17,iQOO,8,MediaTek,5000,64,16,7.0,2023,Android,4,Mali,AMOLED,350,120,Yes,Yes,128,No,No,2,Yes,29000
18,realme,6,Qualcomm,5000,64,16,6.5,2022,Android,7,Adreno,AMOLED,350,120,Yes,Yes,128,No,No,2,Yes,23000
19,realme,4,MediaTek,5000,64,8,6.5,2023,Android,12,Mali,LCD,350,90,Yes,Yes,64,Yes,Yes,2,Yes,11000
20,vivo,8,MediaTek,4500,50,50,7.0,2023,Android,4,Mali,AMOLED,350,120,Yes,Yes,128,No,No,2,Yes,38000
21,vivo,8,MediaTek,4500,50,50,7.0,2023,Android,4,Mali,AMOLED,350,120,Yes,Yes,128,No,No,2,Yes,33000
22,iQOO,8,Qualcomm,4500,64,16,6.5,2022,Android,7,Adreno,AMOLED,350,120,Yes,Yes,128,No,No,2,Yes,25000
23,OnePlus,8,MediaTek,4500,50,32,6.5,2022,Android,6,Mali,AMOLED,400,90,Yes,Yes,128,No,No,2,Yes,29000
24,Xiaomi,8,MediaTek,5000,200,16,6.5,2023,Android,6,Mali,AMOLED,350,120,Yes,Yes,256,No,Yes,2,Yes,30000
25,OnePlus,8,Qualcomm,5000,50,16,6.5,2023,Android,4,Adreno,AMOLED,500,120,Yes,Yes,128,No,No,2,Yes,57000
26,Apple,6,Apple,4500,48,12,6.5,2022,iOS,4,Apple,OLED,450,120,Yes,No,128,No,No,2,No,128000
27,OnePlus,6,Qualcomm,5000,64,16,6.5,2022,Android,6,Adreno,LCD,400,120,Yes,Yes,128,Yes,Yes,2,Yes,18000
28,Samsung,4,Samsung,6000,50,13,6.5,2023,Android,5,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,13500
29,Samsung,4,Samsung,6000,50,13,6.5,2023,Android,5,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,13500
30,OPPO,8,Qualcomm,5000,64,32,6.5,2023,Android,6,Adreno,LCD,350,120,Yes,Yes,256,Yes,Yes,2,Yes,25000
31,Xiaomi,12,Qualcomm,5000,50,32,6.5,2023,Android,4,Adreno,AMOLED,500,120,Yes,Yes,256,No,No,2,Yes,80000
32,OnePlus,8,MediaTek,5000,50,16,6.5,2022,Android,5,Mali,AMOLED,350,120,Yes,Yes,128,No,No,2,Yes,35000
33,Samsung,8,Qualcomm,4500,12,32,6.5,2021,Android,7,Adreno,AMOLED,400,120,Yes,Yes,128,Yes,No,2,Yes,27000
34,Google,8,Google,4500,64,13,6.0,2023,Android,5,Mali,OLED,400,90,Yes,Yes,128,No,No,2,Yes,44000
35,Nothing,8,Qualcomm,4500,50,16,6.5,2022,Android,6,Adreno,OLED,400,120,Yes,Yes,128,No,No,2,Yes,30000
36,OnePlus,8,Qualcomm,5000,108,16,6.5,2023,Android,6,Adreno,LCD,350,120,Yes,Yes,256,Yes,Yes,2,Yes,22000
37,Apple,6,Apple,3500,12,12,6.0,2022,iOS,5,Apple,OLED,450,60,Yes,No,128,No,No,2,No,70000
38,POCO,6,Qualcomm,5000,108,16,6.5,2023,Android,6,Adreno,AMOLED,350,120,Yes,Yes,128,No,Yes,2,Yes,22000
39,Apple,4,Apple,3000,12,12,6.0,2021,iOS,5,Apple,OLED,450,60,Yes,No,128,No,No,2,No,60900
40,Samsung,4,Qualcomm,5000,50,8,6.5,2022,Android,8,Adreno,TFT,400,120,Yes,Yes,128,Yes,Yes,2,Yes,14500
41,vivo,8,MediaTek,4500,64,16,6.5,2023,Android,6,Mali,AMOLED,400,90,Yes,Yes,128,Yes,Yes,2,Yes,24000
42,Samsung,8,Qualcomm,4000,50,12,6.0,2023,Android,4,Adreno,AMOLED,400,120,Yes,Yes,128,No,No,2,Yes,75000
43,Samsung,12,Qualcomm,5000,108,40,7.0,2022,Android,4,Adreno,AMOLED,500,120,Yes,Yes,256,No,No,2,Yes,84400
44,OPPO,8,Qualcomm,5000,108,32,6.5,2023,Android,6,Adreno,AMOLED,350,120,Yes,Yes,128,Yes,No,2,Yes,30000
45,OPPO,8,MediaTek,5000,50,8,6.5,2023,Android,7,Mali,LCD,250,90,Yes,Yes,128,Yes,Yes,2,Yes,18700
46,Motorola,6,Qualcomm,4000,50,32,6.5,2022,Android,6,Adreno,OLED,400,144,Yes,Yes,128,No,No,2,Yes,31000
47,iQOO,4,Qualcomm,5000,50,8,6.5,2022,Android,6,Adreno,LCD,400,120,Yes,Yes,64,Yes,Yes,2,Yes,14000
48,Google,6,Google,4500,12,8,6.0,2022,Android,5,Mali,OLED,400,60,Yes,Yes,128,No,No,2,Yes,30000
49,Samsung,6,Samsung,6000,50,8,6.5,2022,Android,5,Mali,TFT,400,120,Yes,Yes,128,Yes,Yes,2,Yes,16200
50,vivo,8,MediaTek,5000,50,32,7.0,2023,Android,4,Immortalis,AMOLED,450,120,Yes,Yes,256,No,No,2,Yes,60000
51,Xiaomi,4,MediaTek,5000,50,5,6.5,2023,Android,12,Mali,LCD,250,60,No,No,64,Yes,Yes,2,Yes,8800
52,Xiaomi,6,MediaTek,5000,64,16,6.5,2022,Android,5,Mali,LCD,400,144,Yes,Yes,128,No,Yes,2,Yes,21000
53,Samsung,6,MediaTek,5000,48,13,6.5,2023,Android,6,Mali,AMOLED,350,120,Yes,Yes,128,Yes,No,2,Yes,30200
54,Xiaomi,6,Qualcomm,5000,108,16,6.5,2022,Android,6,Adreno,AMOLED,350,120,Yes,Yes,128,Yes,Yes,2,Yes,20900
55,Samsung,8,Qualcomm,5000,108,32,6.5,2022,Android,6,Adreno,AMOLED,350,120,Yes,Yes,128,Yes,No,2,Yes,36200
56,Apple,4,Apple,3000,12,12,6.0,2019,iOS,7,Apple,LCD,300,60,Yes,No,64,No,No,2,No,41000
57,POCO,4,MediaTek,5000,50,5,6.5,2023,Android,12,Mali,LCD,250,60,No,No,64,Yes,Yes,2,Yes,8000
58,Samsung,6,Qualcomm,5000,50,8,6.5,2023,Android,6,Adreno,LCD,400,120,Yes,Yes,128,Yes,Yes,2,Yes,21300
59,realme,6,MediaTek,5000,48,16,6.5,2022,Android,6,Mali,AMOLED,400,90,Yes,Yes,128,No,Yes,2,Yes,18500
60,Xiaomi,4,MediaTek,5000,50,8,6.5,2022,Android,7,Mali,LCD,400,90,Yes,Yes,64,Yes,Yes,2,Yes,13000
61,Samsung,4,Samsung,6000,50,8,6.5,2022,Android,8,Mali,LCD,400,60,Yes,Yes,64,Yes,Yes,2,Yes,9700
62,vivo,4,Qualcomm,5000,50,16,6.5,2022,Android,6,Adreno,AMOLED,400,60,Yes,Yes,128,Yes,Yes,2,Yes,14300
63,Moto,6,Qualcomm,5000,50,16,6.5,2022,Android,8,Adreno,LCD,400,120,Yes,Yes,128,Yes,Yes,2,Yes,16800
64,vivo,12,MediaTek,5000,50,32,7.0,2023,Android,4,Immortalis,AMOLED,450,120,Yes,Yes,256,No,No,2,Yes,85000
65,realme,4,Unisoc,5000,50,8,6.5,2022,Android,12,Mali,LCD,400,60,Yes,Yes,64,Yes,Yes,2,Yes,12000
66,Moto,4,Qualcomm,5000,50,16,6.5,2022,Android,6,Adreno,AMOLED,400,60,Yes,Yes,64,Yes,Yes,2,Yes,10100
67,OPPO,8,MediaTek,4500,50,32,6.5,2022,Android,6,Mali,AMOLED,400,90,Yes,Yes,128,No,No,2,Yes,30000
68,OnePlus,8,Qualcomm,5000,48,32,6.5,2022,Android,4,Adreno,AMOLED,500,120,Yes,Yes,128,No,No,2,Yes,56000
69,Samsung,6,Samsung,5000,48,13,6.5,2022,Android,5,Mali,AMOLED,400,90,Yes,Yes,128,Yes,No,2,Yes,24700
70,POCO,6,Qualcomm,5000,48,13,6.5,2023,Android,6,Adreno,AMOLED,350,120,Yes,Yes,128,Yes,Yes,2,Yes,16000
71,POCO,6,Qualcomm,5000,64,16,6.5,2022,Android,6,Adreno,AMOLED,350,120,Yes,Yes,64,Yes,Yes,2,Yes,16500
72,vivo,8,MediaTek,5000,50,16,6.5,2023,Android,7,Mali,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,19800
73,Samsung,6,Samsung,5000,64,32,6.5,2022,Android,5,Mali,AMOLED,400,120,Yes,Yes,128,Yes,No,2,Yes,27000
74,OPPO,8,Qualcomm,4500,64,32,6.5,2022,Android,6,Adreno,AMOLED,400,90,Yes,Yes,128,Yes,Yes,2,Yes,21000
75,Xiaomi,8,Qualcomm,4500,50,32,6.5,2022,Android,4,Adreno,AMOLED,500,120,Yes,Yes,256,No,No,2,Yes,42400
76,Google,8,Google,4500,50,10,6.5,2022,Android,4,Mali,OLED,400,90,Yes,Yes,128,No,No,2,Yes,44500
77,POCO,6,MediaTek,5000,64,16,6.5,2022,Android,12,Mali,AMOLED,400,90,Yes,Yes,64,Yes,Yes,2,Yes,13400
78,Xiaomi,4,Qualcomm,6000,50,5,6.5,2022,Android,6,Adreno,LCD,250,60,Yes,Yes,64,Yes,Yes,2,Yes,9500
79,Xiaomi,2,MediaTek,5000,8,5,6.5,2023,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,6300
80,Samsung,6,MediaTek,5000,108,32,6.5,2022,Android,6,Mali,AMOLED,350,120,Yes,Yes,128,Yes,No,2,Yes,23000
81,OnePlus,6,MediaTek,4500,50,32,6.5,2021,Android,6,Mali,AMOLED,400,90,Yes,Yes,128,No,No,2,Yes,28000
82,iQOO,8,Qualcomm,5000,50,16,7.0,2023,Android,4,Adreno,AMOLED,500,144,Yes,Yes,256,No,No,2,Yes,55000
83,Tecno,8,MediaTek,5000,64,32,6.5,2023,Android,12,Mali,AMOLED,350,60,Yes,Yes,256,Yes,Yes,2,Yes,15000
84,realme,8,MediaTek,5000,50,16,6.5,2022,Android,5,Mali,AMOLED,350,120,Yes,Yes,128,No,No,2,Yes,27400
85,Samsung,12,Samsung,5000,108,40,7.0,2020,Android,7,Mali,AMOLED,500,120,Yes,Yes,128,Yes,No,2,Yes,48500
86,Samsung,8,Qualcomm,3500,50,10,6.0,2022,Android,4,Adreno,AMOLED,400,120,Yes,Yes,128,No,No,2,Yes,48200
87,realme,6,Qualcomm,5000,48,16,6.5,2022,Android,6,Adreno,LCD,400,144,Yes,Yes,128,Yes,Yes,2,Yes,20000
88,Xiaomi,6,MediaTek,5000,64,13,6.5,2022,Android,12,Mali,AMOLED,400,90,Yes,Yes,64,Yes,Yes,2,Yes,11500
89,Xiaomi,6,MediaTek,5000,108,16,6.5,2022,Android,12,Mali,AMOLED,350,120,Yes,Yes,128,Yes,Yes,2,Yes,18000
90,Apple,4,Apple,3000,12,12,6.0,2020,iOS,5,Apple,OLED,450,60,Yes,No,64,No,No,2,No,54000
91,Samsung,12,Samsung,5000,108,40,7.0,2021,Android,5,Mali,AMOLED,500,120,Yes,Yes,256,No,No,2,Yes,65000
92,vivo,8,MediaTek,4500,64,50,6.5,2022,Android,6,Mali,AMOLED,400,90,Yes,Yes,128,Yes,No,2,Yes,25000
93,Samsung,8,Samsung,4000,12,10,6.0,2021,Android,5,Mali,AMOLED,400,120,Yes,Yes,128,No,No,2,Yes,35000
94,Moto,4,Qualcomm,5000,50,16,6.5,2022,Android,6,Adreno,LCD,400,90,Yes,Yes,64,Yes,Yes,2,Yes,12000
95,Samsung,6,Qualcomm,5000,50,8,6.5,2022,Android,6,Adreno,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,14500
96,OnePlus,6,MediaTek,4500,64,16,6.5,2022,Android,6,Mali,AMOLED,400,90,Yes,Yes,128,Yes,Yes,2,Yes,24000
97,Apple,6,Apple,3000,48,12,6.0,2022,iOS,4,Apple,OLED,450,120,Yes,No,128,No,No,2,No,120000
98,Apple,6,Apple,4500,12,12,6.5,2022,iOS,5,Apple,OLED,450,60,Yes,No,128,No,No,2,No,79000
99,Moto,6,Qualcomm,5000,50,16,6.5,2022,Android,6,Adreno,OLED,350,120,Yes,Yes,128,Yes,Yes,2,Yes,20000
100,realme,8,Qualcomm,5000,50,16,6.5,2022,Android,5,Adreno,AMOLED,350,120,Yes,Yes,128,No,No,2,Yes,25000
101,Xiaomi,6,MediaTek,5000,64,13,6.5,2021,Android,12,Mali,AMOLED,400,60,Yes,Yes,64,Yes,Yes,2,Yes,10800
102,realme,4,MediaTek,5000,50,8,6.5,2022,Android,6,Mali,LCD,400,90,Yes,Yes,64,Yes,Yes,2,Yes,14400
103,realme,6,Qualcomm,5000,108,16,6.5,2022,Android,6,Adreno,AMOLED,400,90,Yes,Yes,128,Yes,Yes,2,Yes,17000
104,Samsung,4,MediaTek,5000,50,5,6.5,2022,Android,7,Mali,LCD,250,90,Yes,Yes,64,Yes,Yes,2,Yes,12000
105,Google,12,Google,5000,50,10,6.5,2022,Android,4,Mali,OLED,500,120,Yes,Yes,128,No,No,2,Yes,68600
106,OPPO,12,MediaTek,4500,50,32,6.5,2022,Android,5,Mali,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,46000
107,Samsung,8,MediaTek,5000,48,13,6.5,2023,Android,6,Mali,AMOLED,350,120,Yes,Yes,128,Yes,No,2,Yes,25000
108,Xiaomi,6,Qualcomm,5000,50,13,6.5,2023,Android,6,Adreno,AMOLED,350,120,Yes,Yes,64,Yes,Yes,2,Yes,15000
109,Infinix,4,MediaTek,5000,50,8,6.5,2022,Android,6,Mali,LCD,400,120,Yes,Yes,64,Yes,Yes,2,Yes,12500
110,POCO,4,MediaTek,5000,50,16,6.5,2022,Android,6,Mali,LCD,350,90,Yes,Yes,64,Yes,Yes,2,Yes,14000
111,vivo,8,MediaTek,4000,64,50,6.5,2022,Android,6,Mali,AMOLED,400,90,Yes,Yes,128,No,No,2,Yes,26500
112,vivo,6,MediaTek,5000,50,8,6.5,2023,Android,7,Mali,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,14000
113,POCO,6,Qualcomm,4500,64,20,6.5,2022,Android,7,Adreno,AMOLED,350,120,Yes,Yes,128,No,No,2,Yes,28000
114,vivo,8,MediaTek,5000,64,32,6.5,2022,Android,6,Mali,AMOLED,350,120,Yes,Yes,128,No,No,2,Yes,31000
115,realme,4,MediaTek,5000,50,16,6.5,2022,Android,12,Mali,LCD,400,120,Yes,Yes,64,Yes,Yes,2,Yes,11800
116,Xiaomi,4,Qualcomm,5000,48,13,6.5,2021,Android,11,Adreno,AMOLED,400,60,Yes,Yes,64,Yes,Yes,2,Yes,14000
117,Moto,6,MediaTek,5000,108,16,6.5,2022,Android,6,Mali,OLED,400,120,Yes,Yes,128,Yes,Yes,2,Yes,17400
118,Tecno,8,MediaTek,5000,50,32,7.0,2023,Android,12,Mali,LCD,350,90,Yes,Yes,128,Yes,Yes,2,Yes,12500
119,Samsung,6,Qualcomm,5000,50,8,6.5,2022,Android,8,Adreno,TFT,400,120,Yes,Yes,128,Yes,Yes,2,Yes,15000
